taxonName	siteName	x_mm	y_mm	z_mm	mass_mg
Exotica clathrata	3rd	11.25	6.27	1.37	33.67
Exotica clathrata	3rd	11.42	5.90	1.71	36.67
Scissulina dispar	1st	17.23	11.17	4.55	159.55
Pinguitellina robusta	1st	11.55	9.12	2.86	170.39
Pinguitellina robusta	1st	9.97	7.84	2.41	108.39
Abranda jeanae	1st	16.99	11.70	2.49	155.05
Abranda jeanae	1st	12.12	8.16	1.79	51.52
Abranda jeanae	1st	13.05	9.00	1.85	62.78
Exotica virgulata	1st	17.46	9.78	2.43	179.71
Exotica clathrata	1st	7.54	4.35	0.98	10.73
Exotica clathrata	1st	6.94	4.05	0.93	11.15
Dosinia tenella	1st	7.43	2.27	3.22	122.80
Abranda jeanae	1st	18.59	13.19	2.91	255.31
Abranda jeanae	1st	20.02	14.24	2.77	271.39
Abranda jeanae	1st	15.26	10.51	2.13	117.64
Abranda jeanae	1st	13.02	8.80	1.84	61.80
Abranda jeanae	1st	16.03	10.97	2.52	123.35
Abranda jeanae	1st	15.38	10.81	2.11	111.52
Abranda jeanae	1st	13.80	9.47	1.74	76.85
Abranda jeanae	1st	13.71	9.42	1.81	75.83
Abranda jeanae	1st	14.01	9.59	1.86	77.47
Pinguitellina robusta	1st	11.97	9.89	2.97	204.44
Pinguitellina robusta	1st	10.37	8.53	4.93	135.28
Pinguitellina robusta	1st	10.51	8.86	2.66	140.91
Pinguitellina robusta	1st	7.99	6.43	1.82	53.43
Pinguitellina robusta	1st	9.35	8.02	2.24	118.69
Pinguitellina robusta	1st	8.18	6.93	3.28	59.40
Abranda jeanae	1st	10.08	6.79	1.55	27.79
Abranda jeanae	1st	5.12	3.57	0.76	3.47
Exotica clathrata	1st	7.62	4.32	0.92	10.72
Exotica virgulata	1st	9.85	5.64	1.22	21.96
Abranda jeanae	1st	23.50	16.11	3.27	372.09
Abranda jeanae	1st	17.12	12.42	2.49	155.21
Pinguitellina robusta	1st	10.87	8.94	2.71	147.17
Pinguitellina robusta	1st	10.35	8.79	2.55	125.44
Pinguitellina robusta	1st	9.36	7.59	2.38	118.59
Pinguitellina robusta	1st	11.33	9.30	2.80	173.75
Pinguitellina robusta	1st	10.33	8.34	2.51	129.56
Pinguitellina robusta	1st	9.33	7.66	2.42	101.77
Pinguitellina robusta	1st	9.49	7.41	2.39	94.15
Pinguitellina robusta	1st	10.77	9.09	2.72	156.66
Pinguitellina robusta	1st	11.54	9.54	2.65	168.70
Pinguitellina robusta	1st	9.84	8.10	2.28	104.29
Pinguitellina robusta	1st	7.47	5.73	1.68	47.84
Pinguitellina robusta	1st	7.75	5.69	1.77	48.90
Pinguitellina robusta	1st	7.14	5.93	1.47	45.82
Pinguitellina robusta	1st	7.21	5.99	1.57	46.21
Pinguitellina robusta	1st	6.61	5.41	2.87	43.24
Pinguitellina robusta	1st	7.69	6.48	1.64	48.13
Scissulina dispar	1st	15.71	10.03	2.11	153.65
Exotica clathrata	1st	12.41	6.89	1.79	77.23
Exotica clathrata	1st	12.65	6.70	1.76	70.31
Exotica clathrata	1st	10.94	5.94	1.49	45.95
Exotica clathrata	1st	11.44	6.10	1.44	65.82
Exotica clathrata	1st	6.92	3.75	0.91	11.18
Exotica clathrata	1st	7.67	4.12	0.91	11.51
Exotica clathrata	1st	6.31	3.60	0.89	5.23
Abranda jeanae	2nd	24.31	16.90	3.49	742.12
Abranda jeanae	2nd	21.86	15.76	3.18	420.35
Abranda jeanae	2nd	20.68	14.37	2.80	364.30
Abranda jeanae	2nd	15.01	10.31	2.19	100.76
Pinguitellina robusta	2nd	7.69	6.01	1.55	47.39
Pinguitellina robusta	2nd	8.20	7.04	3.90	75.24
Pinguitellina robusta	2nd	7.52	6.25	1.66	48.71
Pinguitellina robusta	2nd	7.01	5.43	1.46	35.72
Pinguitellina robusta	2nd	7.72	6.18	3.05	44.30
Pinguitellina robusta	2nd	7.10	5.65	1.56	29.19
Pinguitellina robusta	2nd	8.21	6.97	1.82	56.27
Pinguitellina robusta	2nd	7.21	5.62	1.45	29.62
Pinguitellina robusta	2nd	7.38	5.58	1.52	41.68
Pinguitellina robusta	2nd	7.96	6.22	1.68	48.77
Pinguitellina robusta	2nd	5.41	4.38	1.07	14.49
Abranda jeanae	2nd	20.29	14.76	2.97	311.78
Abranda jeanae	2nd	21.75	15.25	3.19	368.81
Abranda jeanae	2nd	17.36	12.75	2.31	188.97
Abranda jeanae	2nd	17.28	11.75	4.76	171.65
Abranda jeanae	2nd	22.21	14.97	6.03	419.76
Exotica virgulata	2nd	6.52	3.46	1.18	7.50
Exotica virgulata	2nd	6.70	3.67	0.90	7.62
Exotica virgulata	2nd	6.00	3.25	0.97	6.40
Pinguitellina robusta	2nd	8.60	7.11	2.18	68.13
Pinguitellina robusta	2nd	8.71	7.16	1.82	65.71
Pinguitellina robusta	2nd	7.30	5.76	1.55	41.98
Pinguitellina robusta	2nd	8.58	7.03	1.93	71.91
Pinguitellina robusta	2nd	8.13	6.63	1.88	57.49
Pinguitellina robusta	2nd	5.55	4.74	1.07	19.47
Pinguitellina robusta	2nd	6.13	4.44	2.37	25.09
Pinguitellina robusta	2nd	6.82	5.64	2.65	36.29
Pinguitellina robusta	2nd	5.85	4.56	2.85	21.94
Pinguitellina robusta	2nd	4.68	3.98	1.89	10.55
Pinguitellina robusta	2nd	5.48	4.37	2.11	18.04
Pinguitellina robusta	2nd	4.70	3.60	1.61	8.52
Exotica virgulata	2nd	5.67	3.03	0.84	4.91
Exotica virgulata	2nd	5.50	3.11	0.73	3.98
Exotica virgulata	2nd	6.36	3.61	0.88	7.11
Exotica virgulata	2nd	5.67	3.18	0.85	4.84
Abranda jeanae	2nd	6.31	4.60	1.50	6.99
Abranda jeanae	2nd	5.89	4.11	1.51	6.07
Abranda jeanae	2nd	5.41	3.66	0.88	3.97
Abranda jeanae	1st	20.14	14.56	2.74	276.72
Abranda jeanae	1st	22.89	16.62	3.40	509.74
Abranda jeanae	1st	23.42	16.42	3.57	474.51
Abranda jeanae	1st	20.90	14.27	2.98	290.67
Abranda jeanae	1st	20.66	14.53	3.07	336.98
Abranda jeanae	1st	18.81	13.25	2.71	225.73
Abranda jeanae	1st	16.97	12.34	2.13	163.12
Abranda jeanae	1st	16.21	11.36	2.27	130.62
Abranda jeanae	1st	15.99	11.18	2.27	121.65
Abranda jeanae	1st	13.31	9.02	1.77	59.51
Abranda jeanae	1st	10.56	7.23	1.49	26.49
Abranda jeanae	1st	11.35	7.75	1.70	37.31
Abranda jeanae	1st	15.59	10.95	2.08	117.22
Abranda jeanae	1st	18.71	12.48	2.65	232.97
Abranda jeanae	1st	18.19	12.61	2.67	204.34
Abranda jeanae	1st	15.15	10.28	2.22	102.22
Abranda jeanae	1st	14.11	9.78	1.88	78.77
Abranda jeanae	1st	16.41	11.01	4.42	139.75
Abranda jeanae	1st	12.44	8.47	1.79	50.90
Abranda jeanae	1st	12.18	8.09	1.49	45.77
Abranda jeanae	1st	6.96	4.88	0.98	8.37
Abranda jeanae	1st	9.10	5.99	1.27	15.28
Abranda jeanae	1st	5.88	3.84	0.93	4.24
Scissulina dispar	1st	6.45	3.59	0.96	3.60
Abranda jeanae	1st	20.81	14.71	2.95	320.39
Abranda jeanae	1st	19.55	14.14	2.99	248.17
Abranda jeanae	1st	19.48	13.28	2.70	259.91
Abranda jeanae	1st	19.15	13.34	2.48	225.34
Abranda jeanae	1st	19.53	13.44	2.59	237.52
Abranda jeanae	1st	15.75	11.11	2.50	119.90
Abranda jeanae	1st	21.27	14.90	3.05	379.68
Abranda jeanae	1st	19.42	13.56	2.84	263.88
Abranda jeanae	1st	19.48	13.74	2.71	244.86
Abranda jeanae	1st	19.30	13.20	2.89	261.27
Abranda jeanae	1st	20.17	14.11	2.92	301.04
Abranda jeanae	1st	19.53	13.78	2.57	237.33
Abranda jeanae	1st	17.77	12.43	2.52	178.77
Abranda jeanae	1st	19.13	13.37	2.84	239.99
Abranda jeanae	1st	17.91	12.69	2.66	181.40
Abranda jeanae	1st	14.72	10.47	2.00	101.77
Scissulina dispar	1st	8.73	5.77	1.14	14.29
Scissulina dispar	1st	7.56	4.87	2.01	9.42
Scissulina dispar	1st	6.21	4.35	0.93	5.85
Scissulina dispar	1st	7.87	5.35	1.33	10.94
Scissulina dispar	1st	5.75	3.91	0.86	5.32
Scissulina dispar	1st	5.56	3.77	0.88	4.56
Scissulina dispar	1st	5.82	4.10	1.03	4.93
Scissulina dispar	1st	6.24	4.04	0.86	5.90
Scissulina dispar	1st	5.21	3.41	0.75	3.38
Scissulina dispar	1st	4.90	3.37	0.96	2.64
Scissulina dispar	1st	3.50	2.42	0.91	1.55
Scissulina dispar	1st	4.74	3.31	0.88	2.35
Scissulina dispar	1st	6.94	4.88	1.34	7.80
Scissulina dispar	1st	6.40	4.09	1.62	5.26
Scissulina dispar	1st	7.49	5.09	1.84	9.80
Exotica clathrata	1st	6.70	3.91	0.96	6.20
Abranda jeanae	1st	17.98	12.92	2.67	195.72
Abranda jeanae	1st	14.90	10.62	2.14	111.42
Abranda jeanae	1st	17.66	12.66	2.41	188.78
Abranda jeanae	1st	18.62	13.01	2.58	201.25
Pinguitellina robusta	1st	11.78	9.86	5.88	219.64
Pinguitellina robusta	1st	9.06	7.47	2.05	81.51
Pinguitellina robusta	1st	8.80	7.12	2.33	70.63
Exotica clathrata	1st	6.93	4.01	0.77	9.67
Scissulina dispar	1st	9.45	6.44	1.43	21.06
Scissulina dispar	1st	9.78	6.50	1.21	23.97
Scissulina dispar	1st	8.37	5.59	2.22	16.04
Scissulina dispar	1st	9.53	6.54	1.51	20.02
Scissulina dispar	1st	7.81	5.43	1.05	12.33
Abranda jeanae	1st	17.93	12.56	2.63	199.13
Abranda jeanae	1st	20.10	14.48	3.10	311.64
Abranda jeanae	1st	19.26	13.63	2.91	273.69
Abranda jeanae	1st	20.02	14.09	2.95	283.82
Abranda jeanae	1st	20.95	14.67	2.89	327.58
Abranda jeanae	1st	19.47	13.90	3.83	274.24
Abranda jeanae	1st	19.58	13.74	2.74	247.48
Abranda jeanae	1st	17.84	12.24	2.52	183.93
Abranda jeanae	1st	21.04	15.93	3.20	399.22
Scissulina dispar	1st	10.42	6.92	1.41	28.86
Scissulina dispar	1st	7.71	5.15	0.92	10.03
Scissulina dispar	1st	6.48	4.25	1.06	6.33
Scissulina dispar	1st	6.60	4.68	1.08	6.80
Scissulina dispar	1st	5.83	4.12	0.87	5.85
Scissulina dispar	1st	5.14	4.03	0.98	4.90
Scissulina dispar	1st	6.75	4.27	0.99	6.91
Scissulina dispar	1st	6.56	4.21	1.50	6.64
Scissulina dispar	1st	5.07	3.79	1.24	3.30
Scissulina dispar	1st	5.60	3.73	1.25	4.13
Scissulina dispar	1st	4.81	3.32	0.83	2.28
Scissulina dispar	1st	6.76	4.25	1.16	6.78
Pinguitellina robusta	1st	3.85	2.99	0.68	4.81
Pinguitellina robusta	1st	6.67	5.26	1.36	27.14
Exotica clathrata	1st	7.01	4.31	0.93	8.80
Abranda jeanae	1st	18.50	12.92	2.17	219.20
Abranda jeanae	2nd	21.17	15.01	3.22	374.64
Abranda jeanae	2nd	15.91	10.59	2.26	147.70
Fragum fragum	2nd	11.97	13.35	4.93	305.25
Pinguitellina robusta	2nd	7.78	6.55	1.77	45.01
Pinguitellina robusta	2nd	8.32	6.96	1.72	53.62
Pinguitellina robusta	2nd	8.40	7.04	1.90	60.89
Pinguitellina robusta	2nd	4.89	3.95	0.92	10.96
Scissulina dispar	2nd	7.51	5.03	1.04	9.69
Exotica virgulata	2nd	11.49	6.14	1.52	39.83
Exotica clathrata	2nd	6.88	4.12	0.96	8.75
Abranda jeanae	1st	15.22	10.47	1.87	105.96
Abranda jeanae	1st	13.41	9.45	1.96	74.78
Pinguitellina robusta	1st	10.74	8.98	2.63	148.50
Pinguitellina robusta	1st	8.39	6.88	1.81	60.86
Pinguitellina robusta	1st	8.37	6.87	1.94	69.47
Pinguitellina robusta	1st	6.54	5.51	1.44	31.43
Pinguitellina robusta	1st	8.61	6.88	1.92	63.83
Pinguitellina robusta	1st	8.13	6.51	1.45	59.08
Pinguitellina robusta	1st	10.21	7.74	2.21	110.22
Abranda jeanae	1st	13.31	9.07	1.90	64.03
Abranda jeanae	1st	10.28	7.27	1.46	28.75
Abranda jeanae	1st	9.74	6.65	1.40	26.72
Abranda jeanae	1st	8.31	5.66	1.15	14.97
Abranda jeanae	1st	7.78	5.53	1.76	12.60
Fragum fragum	1st	8.93	10.25	3.48	139.25
Exotica clathrata	1st	4.45	2.24	0.63	1.04
Pinguitellina robusta	2nd	11.80	9.67	3.00	215.11
Pinguitellina robusta	2nd	7.97	6.74	1.66	55.56
Pinguitellina robusta	2nd	9.73	8.55	2.12	105.46
Pinguitellina robusta	2nd	10.18	8.00	2.39	122.81
Pinguitellina robusta	2nd	9.00	6.84	1.95	77.51
Pinguitellina robusta	2nd	7.60	6.72	1.98	64.95
Pinguitellina robusta	2nd	8.64	7.41	1.80	65.96
Pinguitellina robusta	2nd	8.89	7.59	1.99	74.30
Pinguitellina robusta	2nd	7.67	6.45	1.68	47.23
Pinguitellina robusta	2nd	9.13	7.88	2.11	88.50
Pinguitellina robusta	2nd	7.17	6.21	1.59	48.13
Pinguitellina robusta	2nd	8.10	6.94	1.89	65.13
Pinguitellina robusta	2nd	7.94	6.17	3.24	53.22
Pinguitellina robusta	2nd	7.11	5.83	1.54	40.08
Pinguitellina robusta	2nd	6.95	5.78	1.79	42.33
Pinguitellina robusta	2nd	6.43	5.16	1.33	30.90
Pinguitellina robusta	2nd	7.62	6.96	1.77	56.79
Pinguitellina robusta	2nd	5.29	4.10	2.20	17.49
Pinguitellina robusta	2nd	6.80	5.33	1.76	38.35
Pinguitellina robusta	2nd	7.33	5.94	1.63	47.66
Pinguitellina robusta	2nd	8.15	6.25	1.89	62.04
Pinguitellina robusta	2nd	5.93	4.60	1.30	23.96
Pinguitellina robusta	2nd	6.79	5.50	1.43	35.85
Pinguitellina robusta	2nd	7.05	5.34	1.43	31.51
Pinguitellina robusta	2nd	5.89	4.70	1.32	24.80
Pinguitellina robusta	2nd	5.29	4.33	1.26	24.36
Pinguitellina robusta	2nd	4.58	3.63	0.82	12.09
Exotica clathrata	2nd	10.92	6.26	2.35	32.75
Exotica clathrata	2nd	9.83	5.85	1.35	13.80
Exotica clathrata	2nd	14.13	7.81	1.74	79.84
Exotica clathrata	2nd	11.88	6.82	1.61	52.87
Exotica clathrata	2nd	10.03	5.54	1.14	27.78
Exotica clathrata	2nd	9.33	5.44	1.14	22.34
Exotica clathrata	2nd	10.29	5.67	1.32	29.30
Exotica clathrata	2nd	7.98	5.15	1.00	15.34
Exotica clathrata	2nd	8.36	4.75	1.03	13.43
Exotica clathrata	2nd	9.43	5.02	1.13	18.76
Exotica clathrata	2nd	11.05	6.31	1.26	29.67
Scissulina dispar	2nd	9.05	5.69	1.18	19.81
Callista phasianella	2nd	7.38	6.59	1.90	23.58
Pinguitellina robusta	1st	9.00	7.54	2.03	91.05
Pinguitellina robusta	1st	7.10	5.60	1.53	36.77
Pinguitellina robusta	1st	9.56	8.36	2.30	116.77
Pinguitellina robusta	1st	10.03	8.25	2.42	132.36
Pinguitellina robusta	1st	8.17	6.40	1.72	60.39
Pinguitellina robusta	1st	7.61	6.06	1.71	54.63
Exotica virgulata	1st	19.28	10.04	2.43	251.29
Exotica virgulata	1st	16.32	9.26	2.19	151.99
Exotica virgulata	1st	6.87	3.75	0.82	9.27
Exotica clathrata	1st	13.91	7.44	1.98	126.12
Exotica clathrata	1st	15.48	8.72	2.02	106.62
Exotica clathrata	1st	11.45	6.28	1.54	53.71
Exotica clathrata	1st	9.94	5.32	1.25	33.52
Abranda jeanae	1st	18.83	13.09	2.71	221.51
Abranda jeanae	1st	11.41	8.35	1.57	39.69
Abranda jeanae	1st	10.64	7.10	1.37	29.06
Abranda jeanae	1st	9.02	6.05	1.07	15.13
Abranda jeanae	1st	6.41	4.67	0.83	6.64
Abranda jeanae	1st	7.73	5.10	0.99	6.34
Scissulina dispar	1st	9.86	6.13	1.12	24.28
Abranda jeanae	1st	20.38	14.10	2.91	273.07
Abranda jeanae	1st	18.12	12.38	2.49	204.52
Scissulina dispar	1st	6.01	3.99	0.94	5.81
Exotica virgulata	1st	8.88	4.96	1.10	19.52
Pinguitellina robusta	2nd	14.15	10.86	3.31	308.03
Pinguitellina robusta	2nd	12.46	10.75	3.25	235.90
Pinguitellina robusta	2nd	9.91	8.01	1.58	107.15
Pinguitellina robusta	2nd	11.24	9.71	2.86	174.35
Pinguitellina robusta	2nd	5.79	4.44	1.40	21.71
Pinguitellina robusta	2nd	7.33	6.47	1.26	58.88
Pinguitellina robusta	2nd	6.14	5.15	1.29	27.17
Pinguitellina robusta	2nd	6.40	5.08	2.43	27.44
Pinguitellina robusta	2nd	8.83	6.81	3.65	74.86
Pinguitellina robusta	2nd	6.28	5.08	2.65	32.33
Pinguitellina robusta	2nd	6.69	5.28	1.52	40.31
Pinguitellina robusta	2nd	6.61	5.46	1.45	31.54
Pinguitellina robusta	2nd	7.01	6.20	2.78	63.20
Pinguitellina robusta	2nd	6.87	5.20	2.48	32.70
Pinguitellina robusta	2nd	8.24	6.38	1.73	59.07
Pinguitellina robusta	2nd	5.27	4.20	1.08	17.58
Pinguitellina robusta	2nd	6.37	5.21	2.68	31.96
Pinguitellina robusta	2nd	6.41	5.21	1.53	39.73
Pinguitellina robusta	2nd	6.06	4.60	1.28	23.02
Pinguitellina robusta	2nd	8.68	7.01	1.72	66.74
Pinguitellina robusta	2nd	6.56	5.70	1.25	42.68
Pinguitellina robusta	2nd	6.21	5.21	1.25	33.33
Pinguitellina robusta	2nd	6.19	4.78	1.31	29.23
Pinguitellina robusta	2nd	5.35	4.45	1.56	21.66
Scissulina dispar	2nd	12.42	8.14	1.50	67.73
Scissulina dispar	2nd	16.18	11.11	2.30	165.95
Scissulina dispar	2nd	10.92	7.24	1.44	48.07
Scissulina dispar	2nd	10.90	6.65	1.19	36.28
Scissulina dispar	2nd	6.36	4.35	0.94	10.02
Scissulina dispar	2nd	7.01	4.14	0.51	10.41
Scissulina dispar	2nd	7.38	4.73	1.12	14.20
Exotica clathrata	2nd	14.13	7.87	1.96	99.80
Exotica clathrata	2nd	16.80	8.78	2.21	170.71
Exotica clathrata	2nd	14.00	7.42	1.74	67.43
Exotica clathrata	2nd	12.04	7.05	1.46	40.15
Exotica clathrata	2nd	11.20	5.92	1.38	42.22
Exotica clathrata	2nd	11.35	6.17	1.43	36.77
Exotica virgulata	2nd	7.81	4.27	1.11	11.85
Exotica virgulata	2nd	7.91	4.25	0.93	12.46
Exotica virgulata	2nd	8.28	4.66	1.10	13.95
Abranda jeanae	2nd	6.62	4.16	0.93	9.29
Pinguitellina robusta	2nd	10.15	8.67	2.66	133.74
Pinguitellina robusta	2nd	8.86	7.83	1.88	89.11
Pinguitellina robusta	2nd	9.26	7.46	1.94	83.56
Pinguitellina robusta	2nd	10.42	8.85	2.44	150.16
Pinguitellina robusta	2nd	11.96	10.00	3.00	195.32
Pinguitellina robusta	2nd	8.09	6.48	1.88	59.75
Pinguitellina robusta	3rd	7.69	6.42	1.69	48.92
Pinguitellina robusta	2nd	9.04	7.28	2.14	88.83
Pinguitellina robusta	2nd	8.06	6.62	1.75	77.07
Pinguitellina robusta	2nd	6.61	5.09	2.45	31.35
Pinguitellina robusta	2nd	9.01	7.69	2.03	95.61
Pinguitellina robusta	2nd	5.77	4.63	1.19	22.44
Pinguitellina robusta	2nd	11.38	9.22	5.57	183.97
Pinguitellina robusta	2nd	9.32	7.74	2.09	93.37
Pinguitellina robusta	2nd	6.74	5.58	1.69	42.94
Pinguitellina robusta	2nd	6.55	5.39	1.50	33.57
Pinguitellina robusta	2nd	7.18	5.65	1.47	43.88
Pinguitellina robusta	2nd	6.36	5.76	1.29	34.31
Pinguitellina robusta	2nd	6.69	5.16	1.65	44.27
Pinguitellina robusta	2nd	5.97	4.45	1.27	24.95
Pinguitellina robusta	2nd	8.39	6.94	1.86	70.95
Pinguitellina robusta	2nd	7.93	6.61	1.92	65.97
Pinguitellina robusta	2nd	6.08	4.68	1.32	26.88
Pinguitellina robusta	2nd	6.29	5.13	1.74	33.74
Pinguitellina robusta	2nd	6.85	5.50	1.53	43.52
Pinguitellina robusta	2nd	6.43	5.22	2.65	32.87
Pinguitellina robusta	2nd	6.70	5.37	1.33	36.00
Pinguitellina robusta	2nd	7.35	5.52	1.57	44.28
Scissulina dispar	2nd	11.07	7.22	1.37	41.11
Scissulina dispar	2nd	9.67	5.82	1.22	24.14
Scissulina dispar	2nd	8.47	5.64	1.09	17.64
Exotica clathrata	2nd	10.68	5.53	1.31	33.23
Scissulina dispar	2nd	11.98	6.39	1.58	51.48
Scissulina dispar	2nd	11.60	6.27	1.58	43.30
Scissulina dispar	2nd	10.52	6.03	2.32	30.17
Scissulina dispar	2nd	10.72	5.49	1.19	28.54
Scissulina dispar	2nd	10.74	6.01	1.34	37.34
Scissulina dispar	2nd	9.78	5.37	1.22	20.68
Scissulina dispar	2nd	7.97	5.58	1.89	15.53
Scissulina dispar	2nd	9.23	5.42	1.56	20.99
Exotica virgulata	2nd	8.23	4.81	1.12	14.67
Exotica virgulata	2nd	7.45	3.94	1.02	11.66
Exotica virgulata	2nd	8.38	4.86	1.00	13.84
Exotica virgulata	2nd	7.82	4.42	0.93	13.18
Abranda jeanae	2nd	8.21	5.27	1.04	14.34
Abranda jeanae	1st	20.31	13.98	2.90	323.15
Abranda jeanae	1st	18.66	13.04	2.44	212.67
Abranda jeanae	1st	19.63	13.98	2.96	271.73
Abranda jeanae	1st	20.83	14.21	2.98	326.88
Abranda jeanae	1st	19.21	12.94	2.67	234.38
Abranda jeanae	1st	18.36	13.08	2.61	240.47
Abranda jeanae	1st	17.02	11.84	2.35	151.72
Abranda jeanae	1st	22.04	15.42	3.51	414.52
Abranda jeanae	1st	20.42	14.17	3.50	307.28
Abranda jeanae	1st	18.55	13.10	2.60	200.93
Abranda jeanae	1st	18.55	12.48	2.52	210.97
Abranda jeanae	1st	17.43	12.20	2.39	173.75
Abranda jeanae	1st	15.49	10.92	2.20	122.15
Abranda jeanae	1st	13.96	9.37	1.71	73.73
Abranda jeanae	1st	11.34	7.64	1.44	35.43
Abranda jeanae	1st	9.95	6.60	1.20	21.11
Exotica virgulata	1st	10.01	5.44	1.54	22.31
Abranda jeanae	1st	19.91	13.37	2.69	266.68
Abranda jeanae	1st	20.06	13.48	2.93	262.23
Abranda jeanae	1st	15.29	10.27	1.94	98.56
Abranda jeanae	1st	9.10	6.10	1.22	17.60
Abranda jeanae	1st	23.55	17.38	3.54	568.47
Abranda jeanae	1st	20.92	14.41	3.05	309.50
Abranda jeanae	1st	18.10	13.03	2.75	191.38
Abranda jeanae	1st	14.61	10.29	1.82	95.15
Abranda jeanae	1st	13.19	8.98	1.82	64.90
Abranda jeanae	1st	6.72	4.67	1.06	8.16
Abranda jeanae	1st	16.35	11.18	2.38	173.50
Abranda jeanae	1st	12.94	8.68	1.84	57.98
Abranda jeanae	1st	10.57	6.89	1.36	30.06
Abranda jeanae	1st	11.13	8.09	1.62	39.33
Abranda jeanae	1st	9.97	7.00	1.36	23.73
Abranda jeanae	1st	9.86	7.12	1.37	26.16
Abranda jeanae	3rd	18.80	12.23	2.79	270.23
Exotica virgulata	3rd	62.34	35.88	7.84	9520.02
Abranda jeanae	3rd	23.11	15.95	3.24	549.48
Abranda jeanae	3rd	16.44	11.45	2.22	125.77
Abranda jeanae	3rd	21.27	14.73	3.03	349.07
Scissulina dispar	3rd	12.88	6.79	1.46	50.47
Abranda jeanae	3rd	9.23	6.27	1.23	19.19
Abranda jeanae	3rd	10.70	7.03	1.37	27.78
Pinguitellina robusta	3rd	8.10	6.55	1.50	48.61
Abranda jeanae	3rd	21.16	14.95	3.07	497.95
Pinguitellina robusta	3rd	9.12	7.50	1.92	71.22
Pinguitellina robusta	3rd	10.31	9.05	2.42	119.23
Pinguitellina robusta	3rd	9.61	8.04	2.52	94.52
Pinguitellina robusta	3rd	10.20	8.22	2.29	126.25
Pinguitellina robusta	3rd	9.99	8.27	2.37	98.63
Pinguitellina robusta	3rd	7.65	6.21	1.59	39.65
Pinguitellina robusta	3rd	8.92	7.88	4.06	61.16
Abranda jeanae	3rd	9.86	6.91	2.82	23.58
Pinguitellina robusta	1st	10.39	8.62	2.45	137.04
Pinguitellina robusta	1st	10.04	8.25	2.51	113.32
Pinguitellina robusta	1st	11.43	9.73	2.79	184.93
Pinguitellina robusta	1st	8.88	7.28	1.91	87.02
Pinguitellina robusta	1st	9.89	8.26	2.58	144.54
Pinguitellina robusta	1st	8.82	7.42	2.18	79.78
Pinguitellina robusta	1st	8.38	6.58	1.79	57.47
Pinguitellina robusta	1st	7.10	5.69	1.55	44.42
Pinguitellina robusta	1st	6.81	5.58	1.37	47.10
Scissulina dispar	1st	14.03	9.06	1.90	120.75
Scissulina dispar	1st	11.92	8.06	1.68	63.12
Scissulina dispar	1st	8.85	5.82	1.16	25.67
Exotica clathrata	1st	12.33	7.01	1.65	79.09
Exotica clathrata	1st	11.21	6.21	1.70	67.49
Abranda jeanae	2nd	21.83	15.20	3.35	402.75
Abranda jeanae	2nd	16.56	11.79	2.20	137.18
Abranda jeanae	2nd	14.97	10.68	2.01	101.33
Pinguitellina robusta	2nd	8.89	7.55	2.00	72.57
Abranda jeanae	2nd	22.40	16.21	3.73	474.32
Abranda jeanae	2nd	19.76	13.46	2.61	295.56
Abranda jeanae	2nd	15.68	10.73	2.08	119.20
Exotica clathrata	2nd	11.60	6.52	1.28	38.81
Exotica clathrata	2nd	8.06	4.42	1.17	17.08
Exotica clathrata	2nd	7.06	4.39	0.85	11.66
Exotica clathrata	2nd	6.16	3.48	1.32	5.21
Abranda jeanae	2nd	19.23	13.58	2.81	280.27
Abranda jeanae	2nd	14.79	10.12	2.16	106.37
Abranda jeanae	2nd	14.81	10.38	2.65	105.83
Abranda jeanae	2nd	15.60	10.95	2.30	135.55
Abranda jeanae	2nd	13.89	9.40	7.48	555.49
Pinguitellina robusta	2nd	9.58	8.04	2.11	93.93
Abranda jeanae	2nd	20.47	14.64	3.06	356.10
Pinguitellina robusta	2nd	12.88	10.45	2.97	229.69
Pinguitellina robusta	2nd	14.06	11.51	3.41	320.70
Pinguitellina robusta	2nd	12.75	10.33	3.00	234.19
Pinguitellina robusta	2nd	8.79	7.53	1.94	76.77
Pinguitellina robusta	2nd	7.58	5.99	1.63	51.25
Pinguitellina robusta	2nd	6.66	5.82	1.66	41.56
Pinguitellina robusta	2nd	5.63	4.49	1.20	22.25
Pinguitellina robusta	2nd	6.54	6.00	1.75	42.29
Pinguitellina robusta	2nd	6.58	5.32	1.30	32.02
Pinguitellina robusta	2nd	5.69	4.24	0.99	18.25
Pinguitellina robusta	2nd	4.95	3.83	1.01	14.04
Pinguitellina robusta	2nd	5.42	4.26	1.09	18.73
Pinguitellina robusta	2nd	5.25	4.00	1.06	18.42
Pinguitellina robusta	2nd	4.63	3.48	1.05	11.41
Pinguitellina robusta	2nd	5.37	4.20	1.07	17.58
Pinguitellina robusta	2nd	5.36	4.21	0.93	15.63
Pinguitellina robusta	2nd	4.65	3.58	0.95	13.23
Pinguitellina robusta	2nd	5.46	4.24	1.28	22.98
Pinguitellina robusta	2nd	6.27	4.66	2.41	25.02
Pinguitellina robusta	2nd	5.43	4.32	2.00	16.67
Pinguitellina robusta	2nd	5.82	4.73	2.31	23.93
Pinguitellina robusta	2nd	5.73	4.61	2.43	22.61
Abranda jeanae	2nd	15.61	10.37	2.68	135.87
Scissulina dispar	2nd	11.95	7.81	1.73	57.31
